show_id,title,director,cast,date_added,release_year,rating,duration,complexity,Documentaries,Children & Family Movies,Cult Movies,Stand-Up Comedy,Thrillers,Independent Movies,Dramas,Movies,International Movies,LGBTQ Movies,Romantic Movies,Sports Movies,Horror Movies,Music & Musicals,Classic Movies,Action & Adventure,Comedies,Sci-Fi & Fantasy,Faith & Spirituality
s361,Valentine's Day,Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts, Julia Roberts, Taylor Swift",2021-08-01,2010,PG-13,125,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s393,Django Unchained,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson",2021-07-24,2012,R,165,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
s434,Milkwater,Morgan Ingari,"Molly Bernard, Patrick Breen, Robin de Jesús, Ava Eisenson, Ade Otukoya",2021-07-20,2020,TV-MA,102,19,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s438,Cosmic Sin,Edward Drake,"Frank Grillo, Bruce Willis, Brandon Thomas Lee, Corey Large, Perrey Reeves, C.J. Perry, Lochlyn Munro, Costas Mandylor, Adelaide Kane, Eva De Dominici, Sarah May Sommers, Trevor Gretzky",2021-07-17,2021,R,88,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s446,The Beguiled,Sofia Coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard",2021-07-16,2017,R,94,15,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s447,The Book of Henry,Colin Trevorrow,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris, Lee Pace, Maddie Ziegler, Tonya Pinkins, Bobby Moynihan, Geraldine Hughes",2021-07-16,2017,PG-13,105,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s448,The Twilight Saga: Breaking Dawn: Part 1,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli, Elizabeth Reaser, Kellan Lutz, Nikki Reed, Jackson Rathbone, Ashley Greene",2021-07-16,2011,PG-13,117,14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s449,The Twilight Saga: Breaking Dawn: Part 2,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene, Jackson Rathbone, Kellan Lutz, Nikki Reed, Billy Burke",2021-07-16,2012,PG-13,115,15,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s450,The Twilight Saga: Eclipse,David Slade,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Bryce Dallas Howard, Billy Burke, Dakota Fanning, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Ashley Greene, Nikki Reed",2021-07-16,2010,PG-13,124,14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s451,The Twilight Saga: New Moon,Chris Weitz,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Ashley Greene, Rachelle Lefevre, Billy Burke, Michael Sheen, Dakota Fanning, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Nikki Reed, Edi Gathegi",2021-07-16,2009,PG-13,131,15,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s452,Twilight,Catherine Hardwicke,"Kristen Stewart, Robert Pattinson, Billy Burke, Peter Facinelli, Elizabeth Reaser, Cam Gigandet, Ashley Greene, Anna Kendrick, Nikki Reed, Taylor Lautner, Jackson Rathbone, Kellan Lutz",2021-07-16,2008,PG-13,122,14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
s492,Home Again,Hallie Meyers-Shyer,"Reese Witherspoon, Michael Sheen, Candice Bergen, Nat Wolff, Jon Rudnitsky, Pico Alexander, Lake Bell, Reid Scott, Dolly Wells, Lola Flanery, Eden Grace Redfield, P.J. Byrne",2021-07-08,2017,PG-13,97,15,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
s493,Midnight Sun,Scott Speer,"Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard, Suleka Mathew, Tiera Skovbye, Ken Tremblett, Norm Misura, Austin Obiajunwa, Nicholas Coombe",2021-07-08,2018,PG-13,91,14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s495,Rock the Kasbah,Barry Levinson,"Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Bruce Willis, Arian Moayed, Taylor Kinney, Glenn Fleshler",2021-07-08,2015,R,106,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
s559,6 Bullets,Ernie Barbarash,"Jean-Claude Van Damme, Joe Flanigan, Anna-Louise Plowman, Charlotte Beaumont, Steve Nicolson, Uriel Emil, Louis Dempsey, Mark Lewis, Kristopher Van Varenberg, Bianca Brigitte VanDamme",2021-07-01,2012,R,115,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s562,Austin Powers in Goldmember,Jay Roach,"Mike Myers, Beyoncé Knowles-Carter, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage",2021-07-01,2002,PG-13,94,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
s563,Austin Powers: International Man of Mystery,Jay Roach,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Robert Wagner, Seth Green, Fabiana Udenio, Mindy Sterling, Paul Dillon, Charles Napier, Will Ferrell",2021-07-01,1997,PG-13,90,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s564,Austin Powers: The Spy Who Shagged Me,Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Will Ferrell",2021-07-01,1999,PG-13,95,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
s565,Boogie Nights,Paul Thomas Anderson,"Mark Wahlberg, Burt Reynolds, Julianne Moore, Heather Graham, William H. Macy, Don Cheadle, Philip Seymour Hoffman, Luis Guzmán, John C. Reilly, Philip Baker Hall",2021-07-01,1997,R,155,13,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s568,Congo,Frank Marshall,"Dylan Walsh, Laura Linney, Ernie Hudson, Tim Curry, Joe Don Baker, Grant Heslov, Adewale Akinnuoye-Agbaje, Mary Ellen Trainor",2021-07-01,1995,PG-13,108,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s569,Dennis the Menace,Nick Castle,"Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd, Lea Thompson, Robert Stanton, Paul Winfield",2021-07-01,1993,PG,96,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s576,Life as We Know It,Greg Berlanti,"Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett, Brynn Clagett, Brooke Clagett, Hayes MacArthur, Christina Hendricks, Sarah Burns, Jessica St. Clair",2021-07-01,2010,PG-13,115,15,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
s580,Midnight Run,Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton, Dennis Farina, Joe Pantoliano, Richard Foronjy, Robert Miranda, Jack Kehoe, Wendy Phillips, Philip Baker Hall",2021-07-01,1988,R,126,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
s582,Mortal Kombat,Paul W.S. Anderson,"Christophe Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa, Bridgette Wilson-Sampras, Talisa Soto, Trevor Goddard, Chris Casamassa, François Petit, Keith Cooke",2021-07-01,1995,PG-13,101,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
s583,Mother's Day,Garry Marshall,"Jennifer Aniston, Kate Hudson, Julia Roberts, Jason Sudeikis, Britt Robertson, Timothy Olyphant, Margo Martindale, Shay Mitchell, Jack Whitehall, Hector Elizondo, Jon Lovitz, Larry Miller, Cameron Esposito, Aasif Mandvi, Jennifer Garner, Sarah Chalke",2021-07-01,2016,PG-13,118,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
s585,Not Another Teen Movie,Joel Gallen,"Chyler Leigh, Chris Evans, Jaime Pressly, Eric Christian Olsen, Mia Kirshner, Deon Richmond, Eric Jungmann, Ron Lester, Cody McMains, Sam Huntington, Lacey Chabert, JoAnna Garcia Swisher, Samm Levine, Cerina Vincent",2021-07-01,2001,R,89,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s592,Seven Pounds,Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper, Elpidia Carrillo, Robinne Lee, Joe Nunez, Bill Smitrovich, Tim Kelleher, Gina Hecht, Andy Milder, Judyann Elder, Sarah Jane Morris",2021-07-01,2008,PG-13,123,10,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s593,She's Out of My League,Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrence, Krysten Ritter, Geoff Stults, Lindsay Sloane, Andrew Daly, Jasika Nicole, Kyle Bornheimer",2021-07-01,2010,R,106,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s594,Snow Day,Chris Koch,"Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk, Iggy Pop, Pam Grier, John Schneider, Chevy Chase, Zena Grey, Josh Peck",2021-07-01,2000,PG,89,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s597,Sword of Trust,Lynn Shelton,"Marc Maron, Jon Bass, Michaela Watkins, Jillian Bell, Toby Huss, Dan Bakkedahl, Lynn Shelton, Whitmer Thomas",2021-07-01,2019,R,89,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s598,Talladega Nights: The Ballad of Ricky Bobby,Adam McKay,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole, Michael Clarke Duncan, Leslie Bibb, Jane Lynch, Amy Adams, Andy Richter, Molly Shannon",2021-07-01,2006,PG-13,108,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
s600,The Best of Enemies,Robin Bissell,"Taraji P. Henson, Sam Rockwell, Babou Ceesay, Anne Heche, Wes Bentley, Nick Searcy, Bruce McGill, John Gallagher Jr., Nicholas Logan, Gilbert Glenn Brown",2021-07-01,2019,PG-13,133,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s601,The Game,David Fincher,"Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl",2021-07-01,1997,R,129,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s602,The Karate Kid,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove, Randee Heller, William Zabka, Ron Thomas, Rob Garrison",2021-07-01,1984,PG,127,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
s603,The Karate Kid Part II,John G. Avildsen,"Ralph Macchio, Pat Morita, Nobu McCarthy, Tamlyn Tomita, Yuji Okumoto, Joey Miyashima, Marc Hayashi, Danny Kamekona, Tony O'Dell, Martin Kove, William Zabka",2021-07-01,1986,PG,113,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
s604,The Karate Kid Part III,John G. Avildsen,"Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith, Martin Kove, Sean Kanan, Jonathan Avildsen, Randee Heller, William Christopher Ford",2021-07-01,1989,PG,112,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
s606,The Long Riders,Walter Hill,"David Carradine, Keith Carradine, Robert Carradine, James Keach, Stacy Keach, Dennis Quaid, Randy Quaid, Kevin Brophy, Harry Carey Jr., Christopher Guest, Nicholas Guest, Shelby Leverington, Felice Orlandi, Pamela Reed, James Remar, Fran Ryan, Savannah Smith Boucher, Amy Stryker, James Whitmore Jr.",2021-07-01,1980,R,100,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s608,The Strangers,Bryan Bertino,"Liv Tyler, Scott Speedman, Gemma Ward, Kip Weeks, Laura Margolis, Glenn Howerton, Alex Fisher, Peter Clayton-Luce",2021-07-01,2008,R,85,14,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s616,Why Do Fools Fall in Love,Gregory Nava,"Halle Berry, Vivica A. Fox, Larenz Tate, Lela Rochon, Little Richard, Paul Mazursky, Pamela Reed, Alexis Cruz",2021-07-01,1998,R,116,13,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
s619,America: The Motion Picture,Matt Thompson,"Channing Tatum, Jason Mantzoukas, Olivia Munn, Andy Samberg, Bobby Moynihan, Judy Greer, Will Forte, Raoul Trujillo, Killer Mike, Simon Pegg",2021-06-30,2021,TV-MA,98,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
s623,Lying and Stealing,Matt Aselton,"Theo James, Emily Ratajkowski, Fred Melamed, Ebon Moss-Bachrach, Isiah Whitlock Jr., Evan Handler, Paul Jurewicz, John Gatins, Fernanda Andrade, Bob Stephenson",2021-06-30,2019,R,100,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s631,Killing Them Softly,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, Richard Jenkins, James Gandolfini, Ray Liotta, Vincent Curatola, Slaine, Max Casella, Trevor Long, Sam Shepard",2021-06-28,2012,R,97,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s644,The Seventh Day,Justin P. Lange,"Guy Pearce, Vadhir Derbez, Stephen Lang, Brady Jenness, Chris Galust, Robin Bartlett, Heath Freeman, Keith David",2021-06-24,2021,R,87,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s686,Fatherhood,Paul Weitz,"Kevin Hart, Alfre Woodard, Lil Rel Howery, DeWanda Wise, Frankie Faison, Anthony Carrigan, Paul Reiser, Melody Hurd",2021-06-18,2021,PG-13,111,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s703,Silver Linings Playbook,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman",2021-06-17,2012,R,122,13,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s709,Lowriders,Ricardo de Montreuil,"Demián Bichir, Gabriel Chavarria, Theo Rossi, Melissa Benoist, Tony Revolori, Eva Longoria, Yvette Monreal, Cress Williams",2021-06-16,2016,PG-13,98,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s717,FTA,Francine Parker,"Jane Fonda, Donald Sutherland, Pamela Donegan, Len Chandler, Michael Alaimo, Holly Near, Paul Mooney, Rita Martinson",2021-06-15,1972,TV-MA,104,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s719,Life of Crime,Daniel Schechter,"Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan",2021-06-15,2013,R,101,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
s722,Rogue Warfare: Death of a Nation,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Stephen Lang, Chris Mulkey",2021-06-15,2020,R,99,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s723,Sir! No Sir!,David Zeiger,Troy Garity,2021-06-15,2005,TV-MA,84,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s729,The Devil Below,Bradley Parker,"Alicia Sanz, Will Patton, Jonathan Sadowski, Adan Canto, Zach Avery, Chinaza Uche, Jesse LaTourette",2021-06-13,2021,TV-MA,89,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s741,A Haunted House 2,Michael Tiddes,"Marlon Wayans, Jaime Pressly, Essence Atkins, Affion Crockett, Hayes MacArthur, Rick Overton, Ashley Rickards, Cedric the Entertainer, Dave Sheridan, Missi Pyle, Gabriel Iglesias, Steele Stebbins",2021-06-10,2014,R,86,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
s747,Awake,Mark Raso,"Gina Rodriguez, Ariana Greenblatt, Frances Fisher, Jennifer Jason Leigh, Barry Pepper, Shamier Anderson, Finn Jones, Lucius Hoyos, Gil Bellows",2021-06-09,2021,TV-MA,97,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s758,Breaking Boundaries: The Science Of Our Planet,Jonathan Clay,"David Attenborough, Johan Rockström",2021-06-04,2021,TV-PG,74,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s775,2 Hearts,Lance Hool,"Jacob Elordi, Adan Canto, Radha Mitchell, Tiera Skovbye, Kari Matchett, Tahmoh Penikett",2021-06-02,2020,PG-13,101,8,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
s776,A Perfect Ending,Nicole Conn,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson",2021-06-02,2012,TV-MA,110,13,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
s777,American Outlaws,Les Mayfield,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Harris Yulin, Kathy Bates, Timothy Dalton, Ty O'Neal, Will McCormack, Ronny Cox, Terry O'Quinn, Muse Watson, Joe Stevens, Barry Tubb",2021-06-02,2001,PG-13,94,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s778,And Then Came Lola,"Ellen Seidler, Megan Siler","Ashleigh Sumner, Jill Bennett, Cathy DeBuono, Jessica Graham, Angelyna Martinez, Candy Tolentino, Linda Ignazi, Jenoa Harlow, Lisa Dewey, Kathy Domenici",2021-06-02,2009,TV-MA,70,11,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
s780,Battlefield Earth,Roger Christian,"John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Sabine Karsenti, Richard Tyson, Kelly Preston, Michael MacRae, Shaun Austin-Olsen, Tim Post, Michael Byrne",2021-06-02,2000,PG-13,118,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
s787,Company of Heroes,Don Michael Paul,"Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko, Neal McDonough, Jürgen Prochnow, Sam Spruell, Richard Sammel, Philip Rham, Alastair Mackenzie",2021-06-02,2013,R,101,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
s788,Cradle 2 the Grave,Andrzej Bartkowiak,"Jet Li, DMX, Anthony Anderson, Kelly Hu, Tom Arnold, Mark Dacascos, Gabrielle Union, Michael Jace, Drag-On, Paige Hurd",2021-06-02,2003,R,101,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s789,Domestic Disturbance,Harold Becker,"John Travolta, Vince Vaughn, Teri Polo, Matt O'Leary, Ruben Santiago-Hudson, Susan Floyd, Angelica Page, Steve Buscemi, Chris Ellis",2021-06-02,2001,PG-13,89,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s791,Dream/Killer,Andrew Jenks,"Bill Ferguson, Ryan Ferguson",2021-06-02,2015,TV-MA,109,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s792,Felon,Ric Roman Waugh,"Stephen Dorff, Val Kilmer, Harold Perrineau, Marisol Nichols, Anne Archer, Nick Chinlund, Nate Parker, Johnny Lewis, Sam Shepard, Jake Walker, Joey Villasenor, Antonio Leyba, Mike Seal, Richard Caruso, Kevin Wiggins, Larnell Stovall, Mara Holguin, Elton Walker, Brittany Perrineau, Esodie Geiger, Jermaine Washington, Greg Serano, Brian Keith Gamble, Mark Sivertsen, Carrie Fleming, Adam Taylor, Chris Browning, John Koyama, Shawn Prince, Christopher Dempsey, Cynthia Ruffin",2021-06-02,2008,R,104,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
s793,Flipped,Rob Reiner,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner",2021-06-02,2010,PG,90,6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
s794,Fools Rush In,Andy Tennant,"Matthew Perry, Salma Hayek, Jon Tenney, Carlos Gómez, Tomas Milian, Siobhan Fallon Hogan, John Bennett Perry, Stanley DeSantis, Suzanne Snyder, Anne Betancourt, Jill Clayburgh",2021-06-02,1997,PG-13,109,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s797,Hostel: Part III,Scott Spiegel,"Kip Pardue, Brian Hallisay, John Hensley, Sarah Habel, Chris Coy, Skyler Stone, Thomas Kretschmann, Zulay Henao, Nickola Shreli, Derrick Carr",2021-06-02,2011,R,88,13,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s798,I Am Sam,Jessie Nelson,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest, Loretta Devine, Richard Schiff, Laura Dern, Brad Silverman, Joseph Rosenberg, Stanley DeSantis, Doug Hutchison",2021-06-02,2001,PG-13,132,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s799,Love Jones,Theodore Witcher,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson, Bill Bellamy, Leonard Roberts, Bernadette L. Clarke, Khalil Kain",2021-06-02,1997,R,109,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s800,Million Dollar Baby,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Margo Martindale, Riki Lindhome",2021-06-02,2004,PG-13,133,17,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
s801,Mosquita y Mari,Aurora Guerrero,"Fenessa Pineda, Venecia Troncoso, Joaquín Garrido, Laura Patalano, Dulce Maria Solis, Marisela Uscanga, Melissa Uscanga, Omar Leyva, Tonita Castro, Paul Alayo",2021-06-02,2012,TV-14,85,13,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
s802,Never Back Down 2: The Beatdown,Michael Jai White,"Michael Jai White, Dean Geyer, Alex Meraz, Todd Duffee, Scottie Epstein, Jillian Murray, Evan Peters, Stacey Asaro, Gralen Bryant Banks, Rus Blackwell",2021-06-02,2011,R,104,14,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
s810,Starsky & Hutch,Todd Phillips,"Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Snoop Dogg, Fred Williamson, Jason Bateman, Amy Smart, Carmen Electra, George Cheung",2021-06-02,2004,PG-13,101,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
s811,Streets of Fire,Walter Hill,"Michael Paré, Diane Lane, Rick Moranis, Amy Madigan, Willem Dafoe, Deborah Van Valkenburgh, Richard Lawson, Rick Rossovich, Bill Paxton, Lee Ving",2021-06-02,1984,PG,94,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
s813,Swordfish,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",2021-06-02,2001,R,99,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s815,The Four Seasons,Alan Alda,"Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno, Jack Weston, Bess Armstrong, Elizabeth Alda, Beatrice Alda",2021-06-02,1981,PG,108,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s818,The Meddler,Lorene Scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael, Michael McKean, Jason Ritter, Billy Magnussen, Lucy Punch, Sarah Baker",2021-06-02,2015,PG-13,104,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s819,The Mirror Has Two Faces,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith",2021-06-02,1996,PG-13,127,15,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
s820,The Outlaw Josey Wales,Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney, John Vernon, Paula Trueman, Sam Bottoms, Geraldine Keams, Woodrow Parfrey, Joyce Jameson",2021-06-02,1976,PG,136,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
s823,The Wind,Emma Tammi,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan McTee",2021-06-02,2019,R,88,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s824,Then Came You,Peter Hutchings,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",2021-06-02,2019,TV-MA,97,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s825,Welcome Home,George Ratliff,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",2021-06-02,2018,R,97,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s827,Bo Burnham: Inside,Bo Burnham,Bo Burnham,2021-05-30,2021,TV-MA,88,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s829,Collateral Beauty,David Frankel,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza Colón-Zayas",2021-05-28,2016,PG-13,97,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
